Timestamp,OS,Machine_ID,Hostname,RAM_Usage_MB,Swap_Usage_MB,CPU_Usage,Page_Faults
1747070965.1163251,Darwin,Rahuls-Mac-mini.local_Rahuls-Mac-mini.local,Rahuls-Mac-mini.local,3069.390625,129173354.671875,0.0,1375639
1747070965.627124,Darwin,Rahuls-Mac-mini.local_Rahuls-Mac-mini.local,Rahuls-Mac-mini.local,3045.5,129173355.765625,0.0,1375639
1747070966.138935,Darwin,Rahuls-Mac-mini.local_Rahuls-Mac-mini.local,Rahuls-Mac-mini.local,3045.5,129173355.71875,0.0,1375640
1747070966.6426518,Darwin,Rahuls-Mac-mini.local_Rahuls-Mac-mini.local,Rahuls-Mac-mini.local,3097.96875,129173354.078125,18.4,1375640
1747070967.145385,Darwin,Rahuls-Mac-mini.local_Rahuls-Mac-mini.local,Rahuls-Mac-mini.local,3065.640625,129173353.53125,0.0,1375641
1747070967.650121,Darwin,Rahuls-Mac-mini.local_Rahuls-Mac-mini.local,Rahuls-Mac-mini.local,3068.046875,129173352.984375,15.5,1375641
1747070968.1532722,Darwin,Rahuls-Mac-mini.local_Rahuls-Mac-mini.local,Rahuls-Mac-mini.local,3044.875,129173351.53125,0.0,1375642
1747070968.658669,Darwin,Rahuls-Mac-mini.local_Rahuls-Mac-mini.local,Rahuls-Mac-mini.local,3054.6875,129173352.078125,13.6,1375642
1747070969.1641889,Darwin,Rahuls-Mac-mini.local_Rahuls-Mac-mini.local,Rahuls-Mac-mini.local,3054.6875,129173354.265625,20.7,1375659
1747070969.6700952,Darwin,Rahuls-Mac-mini.local_Rahuls-Mac-mini.local,Rahuls-Mac-mini.local,3093.6875,129173353.40625,13.7,1375659
1747070970.176001,Darwin,Rahuls-Mac-mini.local_Rahuls-Mac-mini.local,Rahuls-Mac-mini.local,3062.40625,129173351.765625,13.7,1375660
